,label,text
1320,94,how are my federal taxes looking this year
1321,94,what will my state taxes amount to this year
1322,94,how much do i owe for state taxes
1323,94,what can i expect to pay in taxes
1324,94,i need to know how much i should pay in tax
1325,94,are my state tax payments too high
1326,94,how much tax do i pay
1327,94,how much does it seem my state taxes will be
1328,94,what is the tax amount
1329,94,how much state taxes do i owe
1330,94,what is the total amount of tax deductions from my income
1331,94,how much do i pay in tax
1332,94,how much is the irs going to get from me
1333,94,let me know my tax rate
1334,94,please tell me what i pay in taxes
1335,94,i need to know how much tax i pay from my earnings
1336,94,what will i need to pay in federal taxes
1337,94,what are my state taxes looking like
1338,94,about how much will my federal taxes be
1339,94,what do i currently pay in taxes
1340,94,what amount will my state taxes be
1341,94,how much tax do i owe
1342,94,how much am i paying from my income in taxes
1343,94,how much are taxes on this
1344,94,help me calculate my federal tax bill
1345,94,will i pay over $500 in federal taxes
1346,94,tell me how much in tax on this
1347,94,i have to pay how much back in taxes
1348,94,what is the total amount i pay in taxes
1349,94,what's the damage on my federal tax return
1350,113,what if i lost my luggage
1351,113,my luggage has not arrived and i would like assistance locating it
1352,113,i arrived on delta flight ab123 from juno but my luggage doesn't appear to have come with me
1353,113,what's the procedure to deal with lost luggage
1354,113,i lost my luggage coming from chicago on delta flight ab123
1355,113,can you check where my luggage is off jetblue flight ab123 out of buffalo
1356,113,my bags didn't make it to the new orleans airport
1357,113,"i need my luggage found, i was on delta flight ab123 out of san francisco"
1358,113,my luggage was on delta flight abc123 out of houston and now i can’t find it
1359,113,can you help me find my luggage it was lost on delta flight abc123 from houston
1360,113,i'm in baggage claim at the airport and my luggage didn't make it
1361,113,what is the next step if my luggage was lost
1362,113,is there someone i can talk to since i am in the airport waiting for my luggage which never came
1363,113,who do i complain to about my luggage not arriving at the airport
1364,113,can you tell me what to do as i am in the airport and have been for some time and there is still no sign of my suitcase
1365,113,i miss placed my luggage i was on delta flight ab123 out of new york
1366,113,i just flew in on american airlines flight ab123 from chicago and can't find my luggage
1367,113,can you please help me find my lost luggage
1368,113,i think my luggage was misplaced or has been lost
1369,113,who can i turn to if i lost my luggage
1370,113,im at lax and my bags aren't
1371,113,i lost my luggage coming from new york city on american flight ab123
1372,113,i can't find any of my luggage!
1373,113,i believe that my luggage was lost
1374,113,"my luggage is missing, i think"
1375,113,i need to find my luggage
1376,113,my luggage is missing i was on spirit flight ab123 from chicago
1377,113,it appears that my luggage has vanished
1378,113,i can't find my luggage anywhere and there's no more on the conveyor
1379,113,how do i find lost luggage
1380,113,i think my luggage got lost
1381,113,find me the number for jet blue's customer service so i can yell at someone about my missing luggage
1382,113,i'm not able to find my luggage and i was on southwest airlines flight ab123 out of houston
1383,113,it seems my luggage was lost
1384,113,locate lost luggage from flight america airlines in o'hare
1385,113,what step do i take if my bag got lost on the flight
1386,113,who do i go to to find lost luggage
1387,113,my luggage is lost and i would like help trying to locate it
1388,113,can you help me locate lost luggage
1389,113,i'm having trouble finding my luggage i was on delta flight ab123 out of new york
1390,113,how do i handle the situation if i lost my luggage
1391,113,where do i begin the process of reporting my luggage lost
1392,113,i got to vegas airport but my bags didn't
1393,113,"my luggage did not arrive, please investigate"
1394,113,who do i report lost luggage to
1395,113,"i can't locate my luggage, i was on jetblue flight ab123 out of detroit"
1396,113,do you know whom i should contact since my luggage did not arrive
1397,113,"where are my bags, not here at the airport"
1398,113,what to do if luggage lost
1399,113,"if i lost my luggage, where can i get help"
1400,51,switch to female voice
1401,51,i want to change what accent you use
1402,51,change to female voice
1403,51,try using a different accent
1404,51,go ahead and switch to the male voice
1405,51,change to a male voice
1406,51,switch to a different accent
1407,51,i want to use the female voice now
1408,51,"if you can do accents, i want to hear you talk like david bowie"
1409,51,can you speak like a british dude
1410,51,please talk to me in the male british accent
1411,51,please change to the female voice
1412,51,please set to female voice
1413,51,i would prefer to hear the female voice
1414,51,please change your accent to a british male
1415,51,i prefer female voice now
1416,51,can you use a different accent
1417,51,set to female voice
1418,51,use your male voice
1419,51,please use a male voice when speaking
1420,51,use a new accent
1421,51,can you use male voice
1422,51,use male voice
1423,51,use a male voice instead
1424,51,can i hear the male voice please
1425,51,switch over from female to the male voice
1426,51,please change your accent to the male british one
1427,51,please start using female voice
1428,51,switch over to the male voice mode
1429,51,i must to the female voice
1430,51,use a male voice now
1431,51,use female voice now instead
1432,51,i want you to change your accent to the male british one
1433,51,could you talk like a british male
1434,51,go ahead and change your accent to the male british one
1435,51,switch to british male accent
1436,51,please use male voice
1437,51,go ahead and switch to the female voice
1438,51,can you swap to male voice
1439,51,i want your accent changed to the male british one
1440,51,i need for you to change your accent to the male british one
1441,51,please use your female voice
1442,51,switch from the male to the female voice
1443,51,switch to male british accent
1444,51,speak in a different accent
1445,51,i want to hear the female voice option
1446,51,speak as a british male
1447,51,change the accent you're speaking in
1448,51,do a british male accent only
1449,51,i wanna switch to the male voice
1450,48,go ahead and say all of the points on my list of to-do's please
1451,48,let's go through my to do list items please
1452,48,can you please tell me what is on my to-do list
1453,48,can i hear the complete to do list just dictated
1454,48,i need to know if sorting the mail is on my to do list
1455,48,i need my todo list read
1456,48,what is on my to do list
1457,48,what are the things that i have for today
1458,48,is cleaning the kitchen coming up on my list of things i have to do today
1459,48,i need to hear my todo list
1460,48,do i already have a task on my todo list to research delaware
1461,48,what items do i need to do
1462,48,please tell me all items on my todo list
1463,48,do i have an item on my todo list related to shopping
1464,48,what do i have on my need to do list
1465,48,please inform me of what tasks i have listed on my to do list
1466,48,does my errand list have goodwill on it
1467,48,did i create a task to clean the gutters on my list
1468,48,can you tell me the tasks on my to-do list
1469,48,i need to know what my to-do list is looking like
1470,48,i need to know everything on my to do list currently
1471,48,tell me the content of my to do list today
1472,48,read back my to do list
1473,48,do i have get an oil change on my todo list
1474,48,can you look to see whether feeding the fish is on my to do list
1475,48,did i remember to add buy flowers to my chore list today
1476,48,i need to know what tasks are on my to-do list
1477,48,how many chores are on my todo list
1478,48,can you tell me my to do list
1479,48,what do i have left to do on my to-do list
1480,48,do i have brush my teeth on my todo list
1481,48,read my complete todo list to me
1482,48,tell me what is on the list of things to do
1483,48,i wonder what my to-do list looks like for today
1484,48,read my to-do list to me
1485,48,is studying for the chem exam on my todo list
1486,48,read to me my to do list
1487,48,"tell me what things i need to accomplish per my to do list, please"
1488,48,is fixing mom's kitchen blind on my to do list
1489,48,"let me hear all of the items on my to do list, please"
1490,48,check my to do list to see if jewelry repair is listed
1491,48,"can you tell me all of the things on my to do list for tomorrow, please"
1492,48,"repeat my to do list to me, please"
1493,48,check my domestic to do list for carpet cleaning
1494,48,can you tell me the items on my to do list
1495,48,please tell me all the items on my to do list right now
1496,48,have i set aside a time on my to do list to do my taxes
1497,48,do i have a car wash scheduled on my to do list
1498,48,i need to know if cleaning out the fridge is on my to do list
1499,48,did i put unpacking groceries on my to do list
1500,37,last time car was in shop
1501,37,what date did i last take my car in
1502,37,when did i take to car to the auto shop
1503,37,tell me the last time i had my car checked out at sam's repair shop
1504,37,you need to tell me when was car in shop
1505,37,do you know when my car was last looked at
1506,37,check my calendar for the date that my care was last serviced
1507,37,when was the last time i got my oil changed
1508,37,i need to know when was the last time i had my car checked out for a tune up
1509,37,how long's it been since i had my car serviced
1510,37,how long ago was my car last in the shop
1511,37,when was my most recent oil change
1512,37,i need you to look up the date of my car's last visit to the shop
1513,37,when did i most recently have my car in the shop
1514,37,when was the last time my car was in the shop
1515,37,when did last go to the auto repair shop
1516,37,i need to know when i last took my car in for a check up
1517,37,dates for my car in the shop
1518,37,do you remember when i last changed my oil
1519,37,do you know how long its been since i had my oil changed and a tune up
1520,37,"i can't remember when my car last went to the shop, can you find out for me"
1521,37,check to see when my car was last in the shop
1522,37,what was the last time i had my car at the dealer for repairs
1523,37,when was the last time i changed my oil
1524,37,tell me when was car in shop
1525,37,tell me when someone looked at my car last
1526,37,when did my car get serviced last
1527,37,how long has it been since my last auto maintenance
1528,37,please find the date of my last oil change
1529,37,so when was car in shop
1530,37,how long ago did my car get looked at
1531,37,let me know when my car was last looked at
1532,37,when did i last have my vehicle checked on
1533,37,when did i take my car to paul's auto last
1534,37,what was the date of my last auto appointment
1535,37,what day did i change my oil
1536,37,find the date of the last oil swap for my car
1537,37,my car was looked at when
1538,37,when did i take my car to the mechanic
1539,37,when was my last car service date
1540,37,when did i last have my vehicle serviced
1541,37,when did i last take my car in for maintenance
1542,37,look up the date of my last oil change
1543,37,do you know when i last took my car in to the shop
1544,37,when did i last service my car with an oil change
1545,37,can you remind me of when i last had an oil change
1546,37,how long has it been since my car was last in the shop
1547,37,was my last oil change on wednesday
1548,37,please tell me the last time i took my car to the shop
1549,37,do you have a date for the last time the car was in the shop
1550,25,can you call mom
1551,25,i must call dr smith
1552,25,bella needs to be called
1553,25,it's necessary to call michael
1554,25,can you call russell
1555,25,call sandra right now
1556,25,call work
1557,25,phone christie
1558,25,call friend
1559,25,i am going to call the landlord
1560,25,place a call to bill now
1561,25,call someone
1562,25,dial someone's phone number
1563,25,give liz a call
1564,25,call mark
1565,25,connect me to bob
1566,25,call mymother
1567,25,initiate a phone call with receptionist
1568,25,call erryn
1569,25,it's time for me to call drew
1570,25,x is waiting for me to call
1571,25,use my phone to dial work
1572,25,call my mother
1573,25,call robby for me
1574,25,call robby
1575,25,i want to talk to sarah
1576,25,dial x's phone please
1577,25,put me on a call to sally
1578,25,dial steven
1579,25,can you make a phone call to roger
1580,25,call jim
1581,25,can you call my mom
1582,25,i want you to call bella
1583,25,please phone lizzy
1584,25,dial lisa's cell phone number
1585,25,i must call roderick
1586,25,phone sarah
1587,25,please make a phone call to christopher
1588,25,phone lobby
1589,25,call someone for me
1590,25,can you call a taxi
1591,25,can i call a restaurant
1592,25,call home
1593,25,would you give jenny a call
1594,25,i have to call jane
1595,25,please dial david now
1596,25,i want to make a call to uncle
1597,25,please dial christie's number
1598,25,phone call secretary
1599,25,i will be calling hr
1600,8,what type of gas does my car use
1601,8,what do i need to gas up this car
1602,8,tell me what type of gas this car uses
1603,8,does this take regular unleaded
1604,8,will this car run on the cheaper gas
1605,8,what type of fuel is used for this vehicle
1606,8,can i put normal unleaded in this car
1607,8,what kind of gas does this car take
1608,8,tell me what kind of gas this car uses
1609,8,what type of gas does this car need
1610,8,i would like to know the kind of gas that this car uses
1611,8,what kind of gas should go in this car
1612,8,i want to know the type of gasoline for this car
1613,8,can i use any fuel in my car
1614,8,is there a certain type of gas i need to use
1615,8,which type of gas do i need to put in my car
1616,8,what kind of fuel does my vehicle run on
1617,8,i wish to know the gas i need to fill this car up with
1618,8,what gas do i need to fill the car up with
1619,8,what gas does the car need
1620,8,tell me the fuel type used by my car
1621,8,what sort of fuel do i need for my car
1622,8,please inform me the gas i need to fill this car up with
1623,8,my car uses what type of fuel
1624,8,what type of fuel does my car use
1625,8,what kind of fuel do i need
1626,8,what kind of fuel goes in my engine
1627,8,tell me the gas i need to fill this car up with
1628,8,tell me the kind of fuel that my vehicle operates on
1629,8,tell me the gasoline type for this car
1630,8,what type of fuel should i use in my car
1631,8,tell me the fuel my car takes
1632,8,tell me what type of fuel i need to use for this car
1633,8,what type of gas do i need to use in this car
1634,8,what gas does the car use
1635,8,what kind of gas should i put in this car
1636,8,does this care use premium gas
1637,8,tell me what type of fuel my car uses
1638,8,what type of gas does this car take
1639,8,what percentage gas do i need
1640,8,what kind of gas is needed for this car
1641,8,i need to know what kind of gas to put in this car
1642,8,look up the type of gas needed for this vehicle
1643,8,what kind of gas should i put into this car
1644,8,what type of gas do i need for this car
1645,8,what kind of gas does this car use
1646,8,i wanna know the gas i need to fill this car up with
1647,8,what kind of gas does my car use
1648,8,is there a certain type of gas i need to use for this car
1649,8,what sort of gas should i get for my car
1650,67,i won't require my reservation anymore
1651,67,the reservation i have isn't needed any more
1652,67,please cancel my reservation for dinner
1653,67,im not going to dinner tonight
1654,67,"hello, i need to cancel tonight's reservation for dinner"
1655,67,is it possible to cancel the reservation at outback for the johnsons
1656,67,can you cancel my reservation on tuesday for chris at stella maris
1657,67,i no longer need a table for four at chili's
1658,67,i want to cancel my reservation for 5 at red robin
1659,67,cancel my reservation for 4 at red robin
1660,67,i no longer need my reservation with carl at umami
1661,67,"cancel the dinner reservation i made, okay"
1662,67,i need to cancel my dinner reservation
1663,67,cancel my reservations for joe's at zepher right now
1664,67,the reservation i made is not required anymore
1665,67,can you cancel my dinner reservation
1666,67,get rid of my dinner reservation
1667,67,can you cancel the reservation for kyle's party at red lobster
1668,67,can you undo the reservation
1669,67,please cancel the table i had reserved for tonight
1670,67,can you cancelt the reservation i have for dinner
1671,67,cancel tonight's dinner reservation
1672,67,tell the restaurant i cannot make it
1673,67,please cancel my reservation for chris at brio
1674,67,go ahead and cancel the reservation i made for 6:00 pm at parc
1675,67,please cancel my 7:30 reservation for morton's
1676,67,the reservation i created is not necessary anymore
1677,67,please delete the reservation for 3 people at outback
1678,67,joe and i are to cancel the reservation at zephers now
1679,67,i no longer need the reservation for 20 at ihop
1680,67,get rid of my 4 pm reservation at the steakhouse please
1681,67,please unreserve that table
1682,67,could you please cancel my reservation for 5 at red robin
1683,67,tell the restaurant to cancel my reservation
1684,67,cancel my reservation for chris at jp field's
1685,67,cancel the reservation at olive garden for tommy
1686,67,get rid of my reservation at chez francois for jennifer
1687,67,i want to cancel the reservation for mercury at the ritz
1688,67,i have a reservation at pizza hut under the name leia roberts and i want to cancel it
1689,67,you can cancel my reservation
1690,67,cancel my reservation for 6 pm at sidetracks
1691,67,scrap that dinner reservation
1692,67,cancel my reservation for 3 at carlos jr
1693,67,the reservation i placed is not needed anymore
1694,67,please cancel my reservation
1695,67,can you cancel my reservation tonight for chris at smith and wollensky
1696,67,please cancel the table for two at burger king
1697,67,can you cancel my reservation for dinner tomorrow
1698,67,please cancel the reservation at zephers for joe and myself right now
1699,67,could i cancel my reservations
1700,18,can you schedule a meeting at 10 am tomorrow with john smith
1701,18,i want to find out how do i schedule a meeting
1702,18,can you schedule a meeting with james at the office
1703,18,can you schedule a meeting with steve for 5
1704,18,i need a meeting scheduled with bob for 7:00am on 9/11
1705,18,is there a meeting room available between one and two
1706,18,how can you schedule a meeting for me
1707,18,i'd like to pencil in a meeting with seth at 11am
1708,18,tell me how to schedule a meeting
1709,18,i want you to schedule a meeting with carrie and lisa
1710,18,what is your availability for conference rooms between one and two today
1711,18,i want to schedule a meeting with tom for 6pm
1712,18,can you sign me up for a meeting in the blue room on friday
1713,18,do you know how do i schedule a meeting
1714,18,see if you can schedule a meeting with don southerland tomorrow at noon
1715,18,"can you schedule a meeting with steve at the office, please"
1716,18,are there meeting rooms available between 10-11
1717,18,check if meeting rooms are free from 6 to 7
1718,18,i have to meet with sam at 9:00am in two days
1719,18,show me how do i schedule a meeting
1720,18,is there an open meeting room between 2 and 4
1721,18,are there any meetings room available between 8:00 and 9:00 am
1722,18,i'm having trouble scheduling a meeting
1723,18,i need you to schedule a meeting with bob brown at noon the day after tomorrow
1724,18,please help me schedule a meeting with john love at 9 am tomorrow
1725,18,how does scheduling a meeting work
1726,18,can you schedule a meeting with damon for 1
1727,18,can you schedule a meeting with john for 12
1728,18,"i need meeting rooms between 9:00 am and 11:00 am, are there any available"
1729,18,i want to know if there are meeting rooms available between 9:00 am and 11:00 am
1730,18,i'm going to need a meeting room on 9am on tuesday
1731,18,help me get a meeting set up
1732,18,"can you schedule a meeting with jessica at the office, please"
1733,18,get me a meeting with bill for 5:30pm tomorrow
1734,18,meeting room availability at 8:00 please
1735,18,can you schedule a meeting room for interviews on thursday
1736,18,schedule a meeting with tom for 6pm
1737,18,schedule a meeting room for friday at 3pm
1738,18,"can you schedule a meeting with james at the office, please"
1739,18,during afternoon is there a meeting room to use
1740,18,are there meeting rooms available between 9-10
1741,18,meeting room availability from 8:00 please
1742,18,i'd like to schedule a meeting room from 1:00 pm until 2:00 pm
1743,18,help me schedule a meeting
1744,18,are there meeting rooms available between 11-12
1745,18,can you schedule a meeting with matt for 3
1746,18,add a new meeting with tom for 6pm
1747,18,schedule a meeting with carrie and lisa
1748,18,how can i schedule a meeting
1749,18,please find out if rooms are free from 1 to 2
1750,81,please find my phone
1751,81,where can i find my phone
1752,81,can you locate my phone
1753,81,i would like some help finding my phone
1754,81,"please help me find my phone, because i lost it"
1755,81,can you call my cellphone
1756,81,how can i find my phone
1757,81,is my phone in the house
1758,81,what is the location of my phone
1759,81,do you know where i left my phone
1760,81,help me find my phone
1761,81,please help me find my phone
1762,81,i need you to find my phone
1763,81,find my cellphone
1764,81,do you know where my phone is located now
1765,81,i lost my phone and need help retrieving it
1766,81,locate my phone for me
1767,81,help find my phone
1768,81,"my phone is lost, can you help with that"
1769,81,i don't remember where my phone is
1770,81,have you seen my cellphone
1771,81,where did i put my phone
1772,81,can you track the location of my phone
1773,81,please aid in my searching for my lost phone
1774,81,my phone is lost - can you help me find it
1775,81,"call my phone, i can't find it"
1776,81,my phone cannot be found
1777,81,who has seen my cellphone
1778,81,give me a hand finding my mobile device
1779,81,tell me where my phone is
1780,81,help me search for my phone
1781,81,i am looking for my phone
1782,81,i lost my phone and need assistance
1783,81,please help me find my cellphone
1784,81,i need to know where my phone is
1785,81,i need help finding my mobile phone
1786,81,can you help me find my lost phone
1787,81,where is my phone now
1788,81,"i need my phone, but can't find it"
1789,81,are you able to track a phone
1790,81,where was the last place i had my phone
1791,81,i don't know where i put my phone
1792,81,i lost my phone
1793,81,i need help figuring out where my phone is
1794,81,i can't seem to find my phone
1795,81,i seemed to misplaced my phone
1796,81,i can't find my phone do you know where it is
1797,81,can you find my iphone
1798,81,i need to locate my phone
1799,81,please locate my phone
1800,64,"how do i get new insurance, please"
1801,64,i need to change my insurance to a plan with a lower deductible
1802,64,i shall switch to a new insurance plan
1803,64,what are my options for new insurance plans
1804,64,"i need to get new insurance, how do i do it"
1805,64,how can i find out about new insurance
1806,64,what rental insurance policy do you recommend
1807,64,help me find a new auto insurance policy
1808,64,i want to find a new united healthcare plan to get on
1809,64,how do i change my insurance policy
1810,64,i want help adjusting my insurance policy
1811,64,help me find new insurance providers
1812,64,my insurance plan needs to be changed
1813,64,how do i apply for new insurance
1814,64,can you help me get on a new united healthcare insurance plan
1815,64,i need a new house insurance plan
1816,64,i want to get a new car insurance plan
1817,64,what steps do i need to take to switch my insurance plan from an hmo to a high deductible ppo plan
1818,64,i gotta switch to a new insurance plan
1819,64,how do i make my insurance policy different
1820,64,how do i change my current insurance to a new plan with lower co-pay
1821,64,i'd like a new life insurance plan
1822,64,i am hoping to switch insurance plans
1823,64,i need new health insurance
1824,64,"how can i get new insurance, please"
1825,64,i would like to alter my insurance plan
1826,64,what do i do for new insurance
1827,64,help me modify my insurance policy
1828,64,walk me through making changes to my insurance policy
1829,64,website to start aaa new insurance plan
1830,64,i need to get on a new united healthcare insurance plan
1831,64,i need new health care coverage
1832,64,how to create a new aaa insurance plan
1833,64,i need to know how to change my insurance
1834,64,i am in need of a switch to my insurance plan
1835,64,i'd like to get on a new united healthcare plan
1836,64,i would like you to help me get on another united healthcare insurance plan
1837,64,how is new insurance gotten
1838,64,aaa insurance start new plan
1839,64,switch my insurance plan to a new one
1840,64,i need a newer insurance plan
1841,64,i am interested in acquiring new insurance
1842,64,help make changes to my insurance policy
1843,64,"i need new insurance, how do i get it"
1844,64,i need new insurance but dont know how to get it
1845,64,my insurance policy needs to be adjusted
1846,64,where do i go to get new insurance
1847,64,how do i alter my insurance policy
1848,64,what is the protocol for modifying my insurance policy
1849,64,i need help acquiring new insurance
1850,28,what are ways to improve my credit
1851,28,how can i ensure my credit score doesn't drop
1852,28,give me a recommendation to improve my credit score
1853,28,what can i do to raise my credit score
1854,28,how do i keep my credit score from dropping
1855,28,is it true a hard pull hurts my credit score
1856,28,are there ways for me to make my credit score better
1857,28,i'm not sure if this will hurt my credit score
1858,28,what are the best ways to build my credit score
1859,28,is it true that opening a new account can decrease your credit score
1860,28,can i harm my credit if i miss a car payment
1861,28,tell me if the following thing can hurt my credit score
1862,28,how do i maintain my credit score
1863,28,what factors can ruin a credit score
1864,28,will checking your credit lower my score
1865,28,i'd like to make my credit score better
1866,28,do you know if bouncing one check on your checking account can hurt your credit score or not
1867,28,what steps can i take to make sure my credit score doesn't go down
1868,28,what lowers credit score
1869,28,give me tips on maintaining good credit
1870,28,i'd like to find ways to improve my credit score
1871,28,what are some of the ways that i can see an improvement in my credit score
1872,28,how to improve a credit score
1873,28,how do i prevent my credit score from lowering
1874,28,what lowers you credit score
1875,28,what are some way s i can do to improe my credit score
1876,28,how do i make my credit score better
1877,28,how can i protect my credit rating
1878,28,show me some ways to build my credit score
1879,28,what can i do to keep my credit in good standing
1880,28,help me build my credit score by showing me some ways on how to
1881,28,"i heard that opening a new account will decrease my credit score, is it true"
1882,28,how can i make my credit score better
1883,28,what are some ways to keep my credit score up
1884,28,would being late hurt my credit
1885,28,how do i keep good credit
1886,28,how to keep credit score high
1887,28,tell me if opening a new account will decrease my credit score
1888,28,is there a quick way to improve my credit score
1889,28,please confirm that opening a new account can decrease your credit score
1890,28,how to improve my credit score
1891,28,what can i do to maintain good credit
1892,28,tell me how to improve my credit score
1893,28,what can i do to improve my credit score
1894,28,tell me ways to improve my credit score
1895,28,how can i stop my credit score from dropping
1896,28,how can i go about improving my credit score
1897,28,will doing this hurt my credit score
1898,28,are there any new harmful things that could affect my credit score
1899,28,can i protect my credit score
1900,149,what kind of entertainment is available in chicago
1901,149,what are the main attractions in gatlinburg
1902,149,what are some fun things i can partake in in atlanta
1903,149,help me find things to do in nashville
1904,149,please suggest some fun tourist activities in tokyo
1905,149,"are there any interesting things to do in atlanta, georgia"
1906,149,"when visiting chicago, what things can i do there"
1907,149,where should i travel if i want to visit some history museums
1908,149,where is the best winery in the south of france
1909,149,where should i book my next trip
1910,149,what's a good use of my time in toronto
1911,149,name some things i should do while in evans
1912,149,what do tourists do in tokyo
1913,149,what's there to do in seattle
1914,149,what's the funnest thing for a tourist to do in iceland
1915,149,what do people in sioux falls do for fun
1916,149,show me some things to do in gatlinburg
1917,149,name some tourist things to do in chicago
1918,149,what kinds of fun touristy things are there to do in boston
1919,149,what are some hot travel destinations
1920,149,what are some fun things to do in sweden
1921,149,where should i travel if i want to go to a nice beach
1922,149,where's a good place to go if i want to see mountains
1923,149,"what do you suggest for entertainment in tampa, florida"
1924,149,what are some touristy things to do in boston
1925,149,what's a good place to travel to
1926,149,are there any fun tourist activities in australia
1927,149,what things can i do in portland
1928,149,can you give me some suggestions to go site seeing when i get there
1929,149,name the five star attractions in gatlinburg
1930,149,is there anything fun to do in berlin
1931,149,do you know of any activities in nashville
1932,149,"is there anything fun to do in manassas, virginia"
1933,149,"in austin, what are some tourist things to do"
1934,149,are there any fun tourist things to do in boston
1935,149,what do you recommend to do in vegas
1936,149,tell me some things to see in tampa
1937,149,where should i travel to next
1938,149,what experiences does kentucky offer
1939,149,what can i do in nashville
1940,149,what things are there to do in portland
1941,149,give me some awesome travel destinations
1942,149,what are some things i can do in portland
1943,149,name some tourist things to do in seattle
1944,149,what things are there to do in kentucky
1945,149,are there any interesting activities to do in austin
1946,149,what sites are there to see when in evans
1947,149,where should i spend my time off
1948,149,could you tell me what fun tourist things i could do in tokyo
1949,149,what's the best place to travel to this time of year
1950,92,help me roll a dice
1951,92,i'd like a 7 sided dice roll please
1952,92,please roll dice
1953,92,throw the dice
1954,92,i want you to roll a dice
1955,92,will you roll a 6 sided dice
1956,92,give me a random number between 1 and 6
1957,92,can you roll the 12 sided dice please
1958,92,could you roll the 8 sided dice
1959,92,roll the dice
1960,92,please roll a 6 sided dice
1961,92,the dice need to be rolled
1962,92,roll a die with 6 sides please
1963,92,go ahead and roll the dice
1964,92,roll a die
1965,92,provide a random roll of the dice
1966,92,roll the 10 sided dice on time
1967,92,roll this dice
1968,92,can you roll the dice
1969,92,i need a 10 sided die rolled
1970,92,can you roll dice
1971,92,i need an algorithm to give me the result of rolling one twelve sided die
1972,92,roll a pair of six sided dice
1973,92,i'd like you to roll dice
1974,92,can you roll a 6 sided dice
1975,92,i want to roll some dice
1976,92,toss a die would you
1977,92,can you roll a 4 sided dice
1978,92,roll dice please
1979,92,what number do you get when you roll one six sided die
1980,92,could you roll a 6 sided dice
1981,92,"ai, please roll the dice"
1982,92,give the dice a roll
1983,92,roll a dice for me
1984,92,roll a dice and give me a number from 1 to 6
1985,92,i'd like you to roll a 6 sided dice
1986,92,"roll die, 6 sided"
1987,92,6 sided dice roll
1988,92,i'd like to know how much you get when you roll a ten sided dice
1989,92,go ahead and roll that 9 sided dice
1990,92,please do a dice roll
1991,92,roll a pair of dice
1992,92,roll a pair of eight sided dice
1993,92,could you role a ten sided die
1994,92,roll them bones!
1995,92,roll dice now
1996,92,go ahead and roll those dice
1997,92,i want to roll a dice
1998,92,what do you get if you roll a six sided dice
1999,92,"ai, go ahead and roll the dice"
2000,13,repeat the question
2001,13,i didn't catch that say it again
2002,13,"i didn't hear you, can you repeat that louder"
2003,13,i didn't hear say it again please
2004,13,"could you repeat that, please"
2005,13,"i didn't hear, please say it again"
2006,13,just another time please
2007,13,come again with that
2008,13,please run that by me again
2009,13,ai could you say that again
2010,13,one more time please
2011,13,will you please repeat what you said
2012,13,repeat that please
2013,13,please say it again
2014,13,"i did not quite hear you, can you say it again"
2015,13,would you repeat what you just said
2016,13,"i didnt understand what you just said, can you say it again"
2017,13,can you repeat yourself
2018,13,what was that
2019,13,can you say what you just said again
2020,13,can you please repeat that response
2021,13,i didn't hear what you said
2022,13,i would like you to repeat yourself
2023,13,ai i didn't hear you
2024,13,say it again please
2025,13,what did you just mention
2026,13,ai what was the question
2027,13,ai please repeat
2028,13,"i missed that last one, please repeat"
2029,13,please repeat over what you said
2030,13,"sorry, i didn't hear you, can you say that gain"
2031,13,"i didn't get that, please repeat"
2032,13,i didn't catch that so please repeat it
2033,13,replay what you just said
2034,13,"i didn't understand what you just said, can you repeat it"
2035,13,say it one more time
2036,13,"i didn't hear what you just said, can you repeat it"
2037,13,i didn't hear you can you repeat that
2038,13,i must have you repeat that
2039,13,please repeat yourself
2040,13,repeat that again
2041,13,i need you to please repeat that
2042,13,i did not understand say it again
2043,13,i didn't hear you
2044,13,restate the last thing you told me
2045,13,i did not hear you
2046,13,"i missed what you said, please say it again"
2047,13,i want to have that repeated for me
2048,13,i need to know again
2049,13,"i couldn't hear you, can you repeat it"
2050,106,can you play music
2051,106,can you play everlong by foo fighters
2052,106,please play even flow by pearl jam
2053,106,may i hear some music by fleet foxes
2054,106,resume my death metal playlist
2055,106,play that song called bring the noise
2056,106,play the song that goes like hey jude don't make it bad
2057,106,"i want to listen to my maroon 5 playlist, play it for me"
2058,106,play heart shaped box
2059,106,i'd like to hear my workout playlist
2060,106,can u play the song that sound like bells going off
2061,106,go ahead and play the song that goes like hey jude don't make it bad
2062,106,i want to hear pop music
2063,106,pull up my shower playlist
2064,106,please play the song that goes like hey jude don't make it bad
2065,106,let's hear my workout playlist
2066,106,can i hear my smooth jazz playlist
2067,106,play the song called blood brothers
2068,106,turn on the rap playlist
2069,106,"that ""baby shark, doo doo,"" song, i want to hear it"
2070,106,play that song called colony of birchman
2071,106,can you play your guitar right now
2072,106,play hey jude
2073,106,put my workout playlist on
2074,106,can i get some music by three six mafia in here
2075,106,can you find music by slow magic to put on
2076,106,"put my music on, please"
2077,106,can you put on music by beach house
2078,106,can i hear some music by cloud control
2079,106,play my post-rock playlist
2080,106,do you have music by elvis
2081,106,i need for you to play my maroon 5 playlist
2082,106,"play the song with the lyrics, ""baby shark, doo doo"
2083,106,i want to hear my shower playlist
2084,106,"can you play me that, ""baby shark, doo doo,"" song"
2085,106,i want to hear my rock playlist
2086,106,play me some music
2087,106,what does x’s music sound like
2088,106,please play come as you are by nirvana
2089,106,start up some music
